id,sales
3001373,0.0
3001374,87.909996
3001375,143.0
3001376,2.0
3001377,1.5
3001378,134.439
3001379,48.0
3001380,343.383
3001381,0.0
3001382,5.0
3001383,1.0
3001384,0.0
3001385,1.0
3001386,1560.5
3001387,0.0
3001388,334.601
3001389,39.0
3001390,740.0
3001391,478.0
3001392,116.041
3001393,42.0
3001394,66.922
3001395,2191.0
3001396,48.0
3001397,0.5
3001398,3.0
3001399,5.0
3001400,0.0
3001401,157.0
3001402,10.0
3001403,3.0
3001404,3.5
3001405,42.0
3001406,9.0
3001407,340.3645
3001408,152.0
3001409,3.5
3001410,3.0
3001411,283.025
3001412,38.493
3001413,1747.7525
3001414,0.0
3001415,7.0
3001416,8.0
3001417,0.0
3001418,8.0
3001419,4247.0
3001420,0.0
3001421,884.969
3001422,10.5
3001423,1209.5
3001424,1500.5
3001425,281.141
3001426,259.0
3001427,173.071
3001428,4524.0
3001429,14.0
3001430,0.0
3001431,20.0
3001432,30.0
3001433,0.0
3001434,298.0
3001435,24.0
3001436,47.0
3001437,23.0
3001438,86.0
3001439,6.0
3001440,313.039
3001441,298.5
3001442,15.0
3001443,6.0
3001444,514.618
3001445,126.129
3001446,6063.706
3001447,1.0
3001448,33.799
3001449,3.0
3001450,0.0
3001451,5.0
3001452,2504.0
3001453,2.0
3001454,389.1135
3001455,1.0
3001456,450.5
3001457,683.0
3001458,104.358
3001459,97.0
3001460,119.0
3001461,1779.0
3001462,7.0
3001463,0.0
3001464,12.0
3001465,20.0
3001466,0.0
3001467,90.5
3001468,0.0
3001469,6.0
3001470,9.0
3001471,76.0
3001472,5.0
3001473,144.58
3001474,79.0
3001475,5.0
3001476,1.0
3001477,179.6225
3001478,32.255
3001479,2294.051
3001480,4.0
3001481,3.0
3001482,3.0
3001483,0.0
3001484,2.0
3001485,1964.0
3001486,0.0
3001487,273.6
3001488,3.0
3001489,414.0
3001490,343.0
3001491,85.656
3001492,35.0
3001493,64.353
3001494,1833.0
3001495,4.0
3001496,0.0
3001497,14.0
3001498,15.0
3001499,3.0
3001500,84.0
3001501,1.0
3001502,0.0
3001503,1.0
3001504,3.0
3001505,0.5
3001506,252.61299
3001507,170.0
3001508,4.0
3001509,3.0
3001510,209.424
3001511,26.0
3001512,989.4675
3001513,5.0
3001514,4.0
3001515,7.0
3001516,0.5
3001517,4.0
3001518,3139.0
3001519,0.0
3001520,614.068
3001521,9.0
3001522,956.0
3001523,1087.5
3001524,258.802
3001525,244.0
3001526,149.258
3001527,3839.5
3001528,11.0
3001529,5.0
3001530,13.0
3001531,21.0
3001532,0.5
3001533,222.0
3001534,4.0
3001535,15.0
3001536,9.0
3001537,56.0
3001538,5.0
3001539,280.496
3001540,262.0
3001541,11.0
3001542,9.0
3001543,409.7615
3001544,106.242004
3001545,4328.68
3001546,0.0
3001547,25.783
3001548,12.0
3001549,0.0
3001550,2.0
3001551,2385.0
3001552,0.0
3001553,602.0
3001554,16.0
3001555,1295.0
3001556,851.5
3001557,425.221
3001558,306.5
3001559,76.9545
3001560,3950.218
3001561,5.0
3001562,6.0
3001563,42.0
3001564,20.5
3001565,1.0
3001566,284.0
3001567,0.0
3001568,6.0
3001569,5.0
3001570,68.0
3001571,0.0
3001572,151.549
3001573,293.0
3001574,2.0
3001575,3.0
3001576,185.8745
3001577,59.9165
3001578,1437.557
3001579,0.0
3001580,5.0
3001581,6.0
3001582,0.0
3001583,3.0
3001584,2367.0
3001585,0.0
3001586,533.0
3001587,6.5
3001588,931.0
3001589,721.0
3001590,251.036
3001591,194.0
3001592,72.959
3001593,3269.346
3001594,18.0
3001595,6.0
3001596,11.0
3001597,9.0
3001598,0.0
3001599,251.0
3001600,0.0
3001601,3.0
3001602,2.5
3001603,79.0
3001604,3.0
3001605,114.065
3001606,263.0
3001607,11.5
3001608,5.0
3001609,152.624
3001610,71.615
3001611,1106.0665
3001612,1.5
3001613,5.0
3001614,6.0
3001615,2.0
3001616,10.0
3001617,8420.5
3001618,1.5
3001619,1361.0495
3001620,14.0
3001621,1797.0
3001622,2317.0
3001623,336.876
3001624,482.0
3001625,326.26599999999996
3001626,9176.0
3001627,76.5
3001628,3.0
3001629,46.0
3001630,39.0
3001631,1.0
3001632,536.0
3001633,56.0
3001634,49.5
3001635,14.0
3001636,127.0
3001637,28.0
3001638,653.181
3001639,450.5
3001640,18.0
3001641,23.0
3001642,1071.3674999999998
3001643,356.80301
3001644,11295.816
3001645,0.0
3001646,93.162002
3001647,1.5
3001648,0.0
3001649,0.0
3001650,1215.0
3001651,0.0
3001652,124.0
3001653,2.0
3001654,423.0
3001655,482.0
3001656,107.5
3001657,80.0
3001658,43.0
3001659,1758.0
3001660,0.0
3001661,0.5
3001662,56.0
3001663,8.0
3001664,0.0
3001665,127.0
3001666,0.0
3001667,0.0
3001668,6.0
3001669,29.0
3001670,0.0
3001671,59.4685
3001672,94.0
3001673,1.0
3001674,8.0
3001675,97.697
3001676,18.0
3001677,528.29
3001678,13.0
3001679,8.0
3001680,12.0
3001681,0.0
3001682,3.5
3001683,1563.0
3001684,0.0
3001685,446.5
3001686,8.0
3001687,845.0
3001688,866.0
3001689,228.86849999999998
3001690,240.0
3001691,81.0
3001692,3372.4660000000003
3001693,7.0
3001694,0.0
3001695,14.0
3001696,21.0
3001697,1.0
3001698,215.5
3001699,0.0
3001700,0.0
3001701,4.0
3001702,24.5
3001703,1.5
3001704,246.139
3001705,297.0
3001706,6.0
3001707,4.5
3001708,123.549
3001709,46.88
3001710,1100.2685
3001711,0.0
3001712,2.5
3001713,3.0
3001714,0.0
3001715,0.0
3001716,1388.0
3001717,0.0
3001718,107.0
3001719,3.0
3001720,375.0
3001721,202.5
3001722,110.0
3001723,165.0
3001724,25.0
3001725,1328.0
3001726,0.0
3001727,0.0
3001728,14.0
3001729,7.0
3001730,0.0
3001731,100.0
3001732,0.0
3001733,0.0
3001734,0.0
3001735,38.0
3001736,0.0
3001737,65.2535
3001738,98.0
3001739,0.0
3001740,3.0
3001741,69.556
3001742,18.0
3001743,147.0515
3001744,11.0
3001745,2.0
3001746,7.5
3001747,0.5
3001748,1.0
3001749,1726.0
3001750,0.0
3001751,233.0
3001752,6.0
3001753,899.0
3001754,505.0
3001755,203.5
3001756,94.0
3001757,76.0
3001758,2745.0
3001759,2.0
3001760,0.5
3001761,37.0
3001762,21.0
3001763,0.0
3001764,186.0
3001765,0.0
3001766,0.0
3001767,9.0
3001768,76.0
3001769,2.0
3001770,216.31
3001771,242.0
3001772,0.0
3001773,5.5
3001774,211.9515
3001775,34.5
3001776,1220.018
3001777,4.0
3001778,5.0
3001779,9.0
3001780,1.0
3001781,8.0
3001782,2286.0
3001783,0.0
3001784,654.5
3001785,9.0
3001786,912.5
3001787,945.0
3001788,198.242
3001789,111.0
3001790,102.2655
3001791,4348.0865
3001792,0.0
3001793,5.0
3001794,38.0
3001795,47.0
3001796,2.0
3001797,227.0
3001798,11.0
3001799,13.0
3001800,3.0
3001801,23.0
3001802,2.5
3001803,171.222
3001804,331.0
3001805,7.0
3001806,7.0
3001807,132.183
3001808,23.0
3001809,846.411
3001810,3.5
3001811,2.5
3001812,2.0
3001813,0.0
3001814,0.0
3001815,1048.0
3001816,0.0
3001817,115.0
3001818,1.0
3001819,603.0
3001820,261.0
3001821,111.5
3001822,110.0
3001823,29.0
3001824,2134.5
3001825,2.0
3001826,0.0
3001827,9.0
3001828,4.0
3001829,1.0
3001830,106.0
3001831,0.0
3001832,0.0
3001833,0.0
3001834,30.0
3001835,0.0
3001836,188.491
3001837,110.0
3001838,2.0
3001839,1.5
3001840,21.388
3001841,20.0
3001842,273.815
3001843,0.0
3001844,0.0
3001845,6.5
3001846,0.0
3001847,6.0
3001848,2738.0
3001849,0.0
3001850,416.0
3001851,5.5
3001852,1043.5
3001853,798.5
3001854,287.964
3001855,94.0
3001856,114.5
3001857,3626.714
3001858,1.5
3001859,2.0
3001860,9.0
3001861,23.0
3001862,2.0
3001863,209.5
3001864,0.0
3001865,5.0
3001866,1.0
3001867,60.0
3001868,1.0
3001869,203.216
3001870,270.0
3001871,3.5
3001872,5.0
3001873,93.05000000000001
3001874,55.207
3001875,1166.212
3001876,0.0
3001877,5.0
3001878,4.0
3001879,0.0
3001880,4.0
3001881,2874.0
3001882,0.0
3001883,583.1365
3001884,6.0
3001885,1114.0
3001886,938.0
3001887,143.601
3001888,125.0
3001889,115.9175
3001890,3814.0
3001891,43.5
3001892,2.5
3001893,39.0
3001894,30.5
3001895,0.5
3001896,296.0
3001897,26.0
3001898,19.0
3001899,4.0
3001900,102.0
3001901,6.0
3001902,224.0125
3001903,275.0
3001904,20.0
3001905,11.0
3001906,316.89
3001907,96.462
3001908,4388.725
3001909,1.0
3001910,13.219
3001911,4.0
3001912,0.0
3001913,3.5
3001914,3338.0
3001915,0.5
3001916,456.1545
3001917,7.5
3001918,934.0
3001919,926.5
3001920,138.307
3001921,75.0
3001922,197.94
3001923,3603.0
3001924,19.0
3001925,0.0
3001926,21.5
3001927,30.5
3001928,0.0
3001929,295.5
3001930,15.0
3001931,17.5
3001932,6.5
3001933,93.5
3001934,12.0
3001935,162.986
3001936,293.0
3001937,11.0
3001938,6.0
3001939,150.7265
3001940,115.409
3001941,3424.083
3001942,1.0
3001943,19.572499999999998
3001944,8.0
3001945,2.0
3001946,8.0
3001947,2540.5
3001948,0.0
3001949,712.5
3001950,8.0
3001951,1013.0
3001952,728.0
3001953,220.602
3001954,299.0
3001955,62.0
3001956,4022.9210000000003
3001957,16.0
3001958,0.0
3001959,19.0
3001960,19.0
3001961,0.0
3001962,294.5
3001963,9.0
3001964,17.5
3001965,3.0
3001966,54.0
3001967,3.0
3001968,152.803
3001969,282.5
3001970,4.0
3001971,6.5
3001972,201.33100000000002
3001973,100.554005
3001974,1560.0
3001975,1.0
3001976,17.418
3001977,4.0
3001978,0.0
3001979,4.5
3001980,3026.0
3001981,0.0
3001982,473.92
3001983,9.0
3001984,808.0
3001985,856.0
3001986,208.4
3001987,159.0
3001988,99.2045
3001989,3436.0
3001990,10.0
3001991,4.0
3001992,9.0
3001993,12.0
3001994,1.0
3001995,262.0
3001996,24.0
3001997,9.0
3001998,0.0
3001999,63.0
3002000,6.0
3002001,332.566
3002002,241.0
3002003,10.0
3002004,8.5
3002005,482.087
3002006,122.223
3002007,3615.578
3002008,0.0
3002009,35.474000000000004
3002010,5.0
3002011,3.0
3002012,0.5
3002013,3880.0
3002014,0.0
3002015,335.0
3002016,2.0
3002017,1620.5
3002018,773.0
3002019,306.0
3002020,186.0
3002021,67.510498
3002022,4370.0
3002023,16.0
3002024,1.0
3002025,30.0
3002026,42.0
3002027,1.0
3002028,330.0
3002029,0.0
3002030,0.0
3002031,1.0
3002032,111.0
3002033,3.0
3002034,144.7515
3002035,356.0
3002036,2.0
3002037,6.0
3002038,139.812
3002039,99.0
3002040,1016.426
3002041,0.0
3002042,4.0
3002043,3.0
3002044,0.0
3002045,7.0
3002046,2612.5
3002047,0.0
3002048,443.192
3002049,1.0
3002050,891.0
3002051,781.0
3002052,189.89
3002053,117.5
3002054,175.305
3002055,3334.0
3002056,25.0
3002057,1.5
3002058,13.0
3002059,28.0
3002060,0.0
3002061,237.5
3002062,8.5
3002063,19.0
3002064,3.0
3002065,33.0
3002066,7.0
3002067,163.08499999999998
3002068,251.0
3002069,7.0
3002070,10.0
3002071,173.245
3002072,99.0
3002073,3181.132
3002074,0.0
3002075,14.0
3002076,2.0
3002077,0.0
3002078,6.0
3002079,3720.0
3002080,1.0
3002081,501.31149999999997
3002082,3.0
3002083,869.0
3002084,898.0
3002085,147.85500000000002
3002086,122.0
3002087,108.0
3002088,3100.0
3002089,39.0
3002090,0.5
3002091,16.0
3002092,20.5
3002093,0.0
3002094,219.5
3002095,17.0
3002096,42.0
3002097,1.5
3002098,59.0
3002099,6.5
3002100,197.61450000000002
3002101,220.0
3002102,12.0
3002103,12.5
3002104,262.8755
3002105,78.885
3002106,3515.8325
3002107,0.5
3002108,14.530000000000001
3002109,0.0
3002110,0.0
3002111,1.0
3002112,3379.0
3002113,0.0
3002114,571.0
3002115,3.0
3002116,1007.0
3002117,579.0
3002118,292.462
3002119,102.0
3002120,29.0
3002121,3635.451
3002122,1.0
3002123,0.0
3002124,5.0
3002125,10.0
3002126,0.0
3002127,194.5
3002128,0.0
3002129,3.0
3002130,4.5
3002131,72.0
3002132,1.0
3002133,135.04
3002134,270.0
3002135,3.5
3002136,5.0
3002137,223.74899499999998
3002138,111.244
3002139,1183.838
3002140,3.0
3002141,4.0
3002142,10.0
3002143,0.0
3002144,22.0
3002145,9199.0
3002146,0.0
3002147,1684.825
3002148,16.0
3002149,2495.0
3002150,2703.5
3002151,499.27200000000005
3002152,561.5
3002153,337.343
3002154,10453.0
3002155,71.0
3002156,3.0
3002157,65.0
3002158,126.0
3002159,3.0
3002160,610.5
3002161,30.0
3002162,20.5
3002163,17.0
3002164,264.0
3002165,25.5
3002166,772.95
3002167,471.0
3002168,32.0
3002169,17.0
3002170,1113.94
3002171,364.595
3002172,13704.1695
3002173,6.0
3002174,108.328
3002175,11.0
3002176,0.0
3002177,10.0
3002178,9131.0
3002179,2.5
3002180,1473.291
3002181,33.5
3002182,2247.5
3002183,2333.0
3002184,600.7125
3002185,342.0
3002186,244.865
3002187,9357.0
3002188,77.0
3002189,1.0
3002190,57.0
3002191,50.0
3002192,1.0
3002193,554.0
3002194,23.0
3002195,45.0
3002196,3.5
3002197,144.0
3002198,13.0
3002199,936.3885
3002200,594.0
3002201,25.5
3002202,23.5
3002203,1216.73
3002204,318.325
3002205,8903.14
3002206,15.0
3002207,116.227
3002208,18.0
3002209,0.0
3002210,16.0
3002211,4653.0
3002212,0.0
3002213,921.0
3002214,18.5
3002215,2121.0
3002216,1456.0
3002217,629.186
3002218,109.0
3002219,151.323
3002220,10042.0
3002221,24.5
3002222,1.0
3002223,32.0
3002224,52.0
3002225,1.0
3002226,543.0
3002227,31.0
3002228,23.0
3002229,5.0
3002230,80.0
3002231,2.0
3002232,858.1245
3002233,594.0
3002234,26.0
3002235,41.0
3002236,560.5
3002237,156.2255
3002238,3291.444
3002239,5.0
3002240,35.8005
3002241,12.5
3002242,0.0
3002243,16.0
3002244,7972.0
3002245,1.0
3002246,1185.363
3002247,25.0
3002248,2289.0
3002249,2211.0
3002250,569.342
3002251,324.0
3002252,240.29
3002253,9336.0
3002254,45.5
3002255,5.0
3002256,33.0
3002257,56.0
3002258,2.0
3002259,684.0
3002260,24.0
3002261,49.0
3002262,15.0
3002263,110.0
3002264,6.0
3002265,745.8465
3002266,707.0
3002267,25.0
3002268,26.0
3002269,909.064
3002270,220.523
3002271,7778.689
3002272,6.0
3002273,89.004
3002274,20.0
3002275,0.0
3002276,12.0
3002277,4113.0
3002278,0.0
3002279,880.319
3002280,21.0
3002281,1799.0
3002282,1006.0
3002283,524.329
3002284,86.0
3002285,143.732505
3002286,6870.0
3002287,25.0
3002288,0.0
3002289,24.0
3002290,22.0
3002291,0.0
3002292,501.0
3002293,15.5
3002294,22.0
3002295,13.0
3002296,61.0
3002297,6.5
3002298,602.811
3002299,617.0
3002300,18.0
3002301,14.0
3002302,523.79
3002303,145.268
3002304,2197.5609999999997
3002305,4.5
3002306,23.278
3002307,13.5
3002308,0.0
3002309,11.0
3002310,7400.5
3002311,1.0
3002312,1430.406
3002313,46.5
3002314,1986.5
3002315,2704.0
3002316,392.356
3002317,464.0
3002318,348.27899
3002319,8335.0
3002320,54.0
3002321,1.0
3002322,22.0
3002323,41.5
3002324,3.0
3002325,492.0
3002326,18.0
3002327,24.0
3002328,12.0
3002329,157.0
3002330,14.0
3002331,764.379
3002332,536.0
3002333,32.0
3002334,22.0
3002335,952.172
3002336,370.16699
3002337,11905.538
3002338,6.5
3002339,110.07000000000001
3002340,4.0
3002341,0.0
3002342,2.0
3002343,1784.5
3002344,2.0
3002345,376.328
3002346,23.5
3002347,662.0
3002348,548.0
3002349,222.417
3002350,92.0
3002351,108.849
3002352,2743.0
3002353,16.0
3002354,2.0
3002355,37.0
3002356,17.5
3002357,1.0
3002358,217.0
3002359,11.0
3002360,7.0
3002361,16.0
3002362,71.5
3002363,9.0
3002364,175.814
3002365,264.0
3002366,5.0
3002367,3.0
3002368,221.686
3002369,71.263
3002370,2088.045
3002371,1.0
3002372,12.068
3002373,5.0
3002374,0.0
3002375,9.0
3002376,3659.0
3002377,0.0
3002378,623.335
3002379,27.0
3002380,1209.0
3002381,1110.5
3002382,378.648
3002383,90.0
3002384,112.0535
3002385,5081.0
3002386,27.0
3002387,0.0
3002388,22.0
3002389,209.0
3002390,1.0
3002391,406.0
3002392,36.0
3002393,7.0
3002394,9.0
3002395,132.0
3002396,8.5
3002397,507.224
3002398,478.0
3002399,14.0
3002400,19.0
3002401,316.039
3002402,124.766
3002403,2719.307
3002404,4.0
3002405,27.263
3002406,11.0
3002407,0.0
3002408,4.5
3002409,5075.0
3002410,1.0
3002411,994.401
3002412,13.0
3002413,1755.0
3002414,1743.0
3002415,260.121
3002416,318.0
3002417,217.10250000000002
3002418,5210.0
3002419,14.0
3002420,0.0
3002421,31.0
3002422,80.5
3002423,0.0
3002424,418.0
3002425,3.5
3002426,55.0
3002427,7.0
3002428,157.0
3002429,7.0
3002430,554.688
3002431,278.0
3002432,27.5
3002433,6.0
3002434,751.021
3002435,152.125
3002436,8241.58
3002437,8.0
3002438,66.958
3002439,9.0
3002440,0.0
3002441,9.0
3002442,0.0
3002443,0.0
3002444,660.434
3002445,0.0
3002446,1866.0
3002447,0.0
3002448,313.127
3002449,0.0
3002450,225.36
3002451,0.0
3002452,0.0
3002453,0.0
3002454,22.0
3002455,0.0
3002456,1.0
3002457,315.0
3002458,0.0
3002459,18.0
3002460,0.0
3002461,0.0
3002462,0.0
3002463,459.794
3002464,0.0
3002465,0.0
3002466,24.0
3002467,455.062
3002468,0.0
3002469,0.0
3002470,25.0
3002471,25.0
3002472,10.0
3002473,0.0
3002474,5.0
3002475,2523.0
3002476,0.5
3002477,500.949
3002478,5.0
3002479,1300.0
3002480,706.5
3002481,233.897
3002482,102.5
3002483,108.55
3002484,2967.0
3002485,8.0
3002486,4.0
3002487,29.0
3002488,29.0
3002489,0.0
3002490,170.0
3002491,9.0
3002492,19.0
3002493,5.0
3002494,55.0
3002495,6.0
3002496,264.934
3002497,313.0
3002498,8.0
3002499,3.0
3002500,199.11101
3002501,166.846
3002502,3501.712
3002503,0.0
3002504,6.0
3002505,14.0
3002506,0.0
3002507,0.0
3002508,3661.0
3002509,0.0
3002510,221.5
3002511,7.0
3002512,1030.0
3002513,225.0
3002514,185.0
3002515,64.0
3002516,21.5
3002517,1961.0
3002518,4.0
3002519,0.0
3002520,12.0
3002521,5.0
3002522,0.0
3002523,207.0
3002524,0.0
3002525,0.0
3002526,4.0
3002527,19.0
3002528,0.0
3002529,51.577499
3002530,174.0
3002531,1.0
3002532,5.5
3002533,44.233
3002534,55.0
3002535,610.3054999999999
3002536,1.0
3002537,2.0
3002538,4.5
3002539,0.0
3002540,8.0
3002541,3531.0
3002542,0.0
3002543,653.256
3002544,16.0
3002545,1087.0
3002546,1264.0
3002547,310.065
3002548,183.0
3002549,113.2995
3002550,4649.5
3002551,12.0
3002552,0.0
3002553,46.5
3002554,26.0
3002555,0.0
3002556,324.0
3002557,28.5
3002558,20.0
3002559,10.0
3002560,71.5
3002561,6.0
3002562,471.159
3002563,306.0
3002564,10.0
3002565,17.0
3002566,600.025
3002567,74.688
3002568,4097.335
3002569,0.0
3002570,32.438
3002571,3.5
3002572,0.0
3002573,4.0
3002574,5046.0
3002575,0.0
3002576,984.0889999999999
3002577,21.0
3002578,1346.0
3002579,1751.0
3002580,188.183
3002581,338.0
3002582,240.0
3002583,4714.0
3002584,49.0
3002585,5.0
3002586,26.0
3002587,27.0
3002588,0.0
3002589,341.0
3002590,13.0
3002591,26.0
